listingName,producerID,bottler,originCountry,drinkType,typeCategory,age,abv,reviewLink,officialDesc,sourceLink,photo
Kanosuke 2021 Second Edition,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,57.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2021-second-edition-57-abv,"“Single Malt Kanosuke 2021 SECOND EDITION 57% 700ml” is a single malt Japanese whisky which embodies Kanosuke Distillery’s concept of “MELLOW LAND, MELLOW WHISKY” and was produced using all 3 of our pot stills, aged in several varieties of oak barrels, and blended together after 3 years of maturation.",,
Kanosuke 2022 Limited Edition,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,59.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2022-limited-edition,"“Single Malt Kanosuke 2022 LIMITED EDITION 59% 700ml” is a single malt Japanese whisky which embodies Kanosuke Distillery’s concept of “MELLOW LAND, MELLOW WHISKY” and was produced using all 3 of our pot stills, aged in several varieties of oak barrels, and blended together after 3 years of maturation.",,
Kanosuke Single Malt Japanese Whisky,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,48.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-single-malt-48-abv,,,
Kanosuke 2023 Limited Edition,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,59.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2023-limited-edition,,,
Kanosuke 2021 First Edition,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,58.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2021-first-edition,,,
Kanosuke 2018 Cask #20463 bottled for Thompson Bros,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,4,58.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-for-thompson-bros-4-year-old-cask-20463,,,
Kanosuke 2018 Distillery Exclusive #005 - Bourbon x Cognac Cask,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,55.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-distillery-exclusive-005-bourbon-x-cognac-cask-2018-55-abv,,,
Ghost Series Kanosuke 2018 Chardonnay Cask Finish bottled by Stefan Van Eycken,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,3,58.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-ghost-series-3-year-old-chardonnay-cask-finish-58-abv-bottled-by-stefan-van-eycken,,,
Kanosuke 2019 3 Years Old Single Cask bottled for Iyotetsu Takashimaya 20th Anniversary,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,3,61.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2019-3-year-old-single-cask-for-iyotetsu-takashimaya-20th-anniversary-61-abv,,,
"Kanosuke 2018 4 Years Old ""Crane & Sky"" bottled For Whisky Talk Fukuoka 2022",65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,4,57.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-crane-and-sky-4-years-old-bottled-for-whisky-talk-fukuoka-2022-57-abv,,,
Kanosuke Artist Edition #002,65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,NAS,50.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-artist-edition-002,,,
"Kanosuke Rechar x Bourbon 4 Years Old Cask No. 20466, Exclusively Bottled For D.K.",65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,4,58.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-rechar-x-bourbon-4-year-old-cask-no-20466-exclusively-bottled-for-d-k-58-abv,,,
"Kanosuke 2018 4 Years Old, Peated Malt Single Cask #19030, bottled For Aloha Whisky Bar 4th Anniversary",65c62d54876f110ab72a2914,OB,Japan,Whiskey / Whisky,Single Malt,4,58.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-2018-4-years-old-peated-malt-single-cask-19030-bottled-for-aloha-whisky-bar-4th-anniversary,,,
Kanosuke Hioki Pot Still,65c62d54876f110ab72a2914,OB,Scotland,Whiskey / Whisky,Blended Malt & Grain,NAS,51.00%,https://88bamboo.co/blogs/whisky-reviews/kanosuke-hioki-pot-still-51-abv,,,
"Sullivans Cove, bottled for Casa de Vinos 10th Anniversary",65c62d54876f110ab72a291e,OB,Australia,Whiskey / Whisky,Single Malt,14,56.50%,https://88bamboo.co/blogs/whisky-reviews/sullivans-cove-14-year-old-56-5-abv-casa-de-vinos-10th-anniversary,This Exclusive bottling of Sullivans Cove has been bottled for Casa de Vinos 10th Anniversary,,
Starward Fortis,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,50.00%,https://88bamboo.co/blogs/whisky-reviews/starward-fortis-single-malt-batch-1-50-abvv,,,
Starward Apera Single Cask - French Connection,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,58.50%,https://88bamboo.co/blogs/whisky-reviews/starward-apera-single-cask-french-connection-58-50-abv,,,
Starward Two-Fold Double Grain,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Blended Malt & Grain,NAS,40.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"Two-Fold is a wheat and single malt whisky folded together and matured in Australian red wine barrels. Balanced with notes of juicy red fruit, oak spice and sweet vanilla, you'll find Two-Fold is outrageously delicious neat, on ice or shaken in any classic cocktail.",,
Starward Nova,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,41.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"Bursting with notes of red berries, chocolate and soft oak spice, Nova is Starward's fruit-forward, signature single malt whisky. Fully matured in Australian red wine barrels to make it one of our most popular whiskies amongst whisky lovers, cocktail curious and competition judges alike.",,
Starward Solera,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,43.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"Aged in Apera barrels (Australian sherry), Solera offers deliciously rich notes of caramel chews, crème brûlée and a lingering dry spice. Not only is Solera our first ever whisky, but it also happens to be one of our founder’s favourites.",,
Starward 100 Proof,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,50.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"100-Proof is a robust single malt whisky that is fully matured in American oak, red wine barrels and bottled at 100 proof (50% ABV). Championing Australian ingredients, 100-Proof is full-bodied and decadent, featuring notes of juicy plum, ganache and sweet vanilla.",,
Starward Vitalis 15th Birthday Release,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,52.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"1. This special-edition whisky is a celebration of our founder, David Vitale, and is named after the Latin origin of his family name Vitalis, meaning ‘life’.",,
Starward Single Malt Finished in Ex-Lagavulin Barrels,65c62d54876f110ab72a291d,OB,Australia,Whiskey / Whisky,Single Malt,NAS,48.00%,https://88bamboo.co/blogs/whisky-reviews/a-sky-full-of-starwards-two-fold-nova-solera-100-proof-vitalis-single-malt-finished-in-ex-lagavulin-barrels,"Whether it's experimenting with new flavours and ingredients or sourcing some truly unique barrels, our team always goes further for flavour. For our most exciting release yet, we’ve taken things up a notch, sourcing peated Scotch whisky barrels from world renowned Lagavulin distillery.",,
Tanglin Orchid Gin,65c62d54876f110ab72a2922,OB,Singapore,Gin,Contemporary,,42.00%,https://88bamboo.co/blogs/whisky-rum-gin-vodka-distillery-spotlight/the-distillery-that-put-singapore-on-the-world-map-tanglin-gin?_pos=7&_sid=d285dcc2a&_ss=r,"Our ‘OG’ is a modern gin with the unmistakable pine of juniper. Singapore’s First Gin has been designed to reflect the cultures and cuisines of its home country. The not-so-secret ingredient is in its name: Vanilla Planifolia Orchid. This modern gin is smooth—with the pine of the juniper unmistakably present. Its herbaceous flavour notes come from the classic gin botanicals with a surprising twist—Amchoor—hails from India and is a powdered green mango, adding that extra citrus note. The usual suspects appear too, old-world botanicals like coriander seed and liquorice.",,
Tanglin Singapore Gin,65c62d54876f110ab72a2922,OB,Singapore,Gin,Contemporary,,42.00%,https://88bamboo.co/blogs/whisky-rum-gin-vodka-distillery-spotlight/the-distillery-that-put-singapore-on-the-world-map-tanglin-gin?_pos=7&_sid=d285dcc2a&_ss=r,A citrusy gin with chilli and ginger to zing the palate.,,
Tanglin Black Powder Gin,65c62d54876f110ab72a2922,OB,Singapore,Gin,Contemporary,,58.00%,https://88bamboo.co/blogs/whisky-rum-gin-vodka-distillery-spotlight/the-distillery-that-put-singapore-on-the-world-map-tanglin-gin?_pos=7&_sid=d285dcc2a&_ss=r,A super smooth award-winning navy-strength gin. A must-try.,,
Triple Tangerine Mandarin Orange Liqueur,65c62d54876f110ab72a2922,OB,Singapore,Liqueur,Triple Sec,,38.00%,https://88bamboo.co/blogs/everything-nice/tanglins-triple-tangerine-mandarin-orange-liqueur-38-abv,"In our quest to make the Singapore Sling truly Singaporean, Tanglin Gin embarked on a journey to create an artisanal Orange Liqueur. Paying homage to Singapore, we distil this liqueur with Mandarin Orange, Calamansi and Kaffir Lime Leaf, resulting in a great addition to any bar.",,
Kavalan Solist Vinho Barrique Cask Strength,65c62d54876f110ab72a2920,OB,Taiwan,Whiskey / Whisky,Single Malt,NAS,56.30%,https://88bamboo.co/blogs/whisky-reviews/kavalan-solist-vinho-barrique-cask-strength,Vinho is fully matured in used American oak wine barrels that have been toasted and recharred in a way that brings out fruity vanilla notes from the wood into the whisky overlaid on a delicate background of complex fruitiness.,,
Kavalan Triple Sherry Cask,65c62d54876f110ab72a2920,OB,Taiwan,Whiskey / Whisky,Single Malt,NAS,40.00%,,"Kavalan Triple Sherry Cask Single Malt Whisky is a rare combination of three exquisite sherry-aged casks — Oloroso, Pedro Ximénez, and Moscatel — with the dried fruits of Oloroso as its main character. Rich caramel and the sweetness of maltose are layered with the distillery's unique tropical fruits to create a delicate but distinct sherried whisky that can be enjoyed on easy-drinking occasions with friends.",,
"Kavalan Solist Port Cask 2014 selected by Malt, Cane & Grain",65c62d54876f110ab72a2920,OB,Taiwan,Whiskey / Whisky,Single Malt,8,61.00%,https://88bamboo.co/blogs/whisky-reviews/kavalan-solist-port-cask-2014-selected-by-malt-grain-cane,"Malt, Grain & Cane presents, the start of Year 3 !",,
Springbank 12 Years Old Cask Strength,65c62d54876f110ab72a2921,OB,Scotland,Whiskey / Whisky,Single Malt,12,55.40%,https://88bamboo.co/blogs/whisky-reviews/springbank-12-year-old-55-4-ob-2021-batch-22,,,
Springbank 1992 12 Years Old,65c62d54876f110ab72a2921,Celtic Whisky Nürnberg,Scotland,Whiskey / Whisky,Single Malt,12,57.20%,https://88bamboo.co/blogs/whisky-reviews/springbank-1992-12-year-old-by-celtic-whisky-57-2-abv-ib-of-276-bottles,,,
Longrow Red 2018 11 Years Old Cabernet Franc Matured,65c62d54876f110ab72a2921,OB,Scotland,Whiskey / Whisky,Single Malt,11,55.90%,https://88bamboo.co/blogs/whisky-reviews/longrow-red-2018-11-years-old-cabernet-franc-matured-55-9-abv,,,
Springbank Local Barley 10 Year Old 2022,65c62d54876f110ab72a2921,OB,Scotland,Whiskey / Whisky,Single Malt,10,51.60%,https://88bamboo.co/blogs/whisky-reviews/springbank-local-barley-10-year-old-2022-51-6-abv,,,
"Kweichow Moutai ""Flying Fairy"" 2019",65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,https://88bamboo.co/blogs/baijiu/kweichow-moutai-2019-53-abv,"Moutai Flying Fairy, known as the ‘Original’, has a pure and extremely rich aroma formed by natural fermentation, during an exclusive organic production process of 5 years.",,
"Kweichow Moutai ""Prince""",65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,"Moutai Prince has a fresh, more mild and sweeter aroma than the Flying Fairy, is brewed in the same traditional way as the ‘original’, with a producton cycle of 3 years.",,
Kweichow Moutai Yingbin,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Kweichow Moutai Bulao,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,"Moutai Bulao is produced exclusively in the core manufacturing site of Moutai Group. It originates from Moutai Group’s “great healthcare concept”, which appeals for the living of a healthy life, drinking healthy wine in a healthy way. Moutai Bulao, a blending liquor, is launched as a supplement to the blank of Moutai Group in health wine sector. Colorless or yellowish, transparent, distinctive sauce fragrance, pure and sweet aftertaste soft texture, a harmonious combination of various flavors, lingering aroma left in the cup. ",,
Kweichow Moutai Golf Liquor,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Kweichow Moutai 30 Years Old,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),30,53.00%,,,,
Kweichow Moutai 50 Years Old,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),50,53.00%,,,,
Kweichow Moutai Chun 1998,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),NAS,53.00%,,,,
Kweichow Maotaizhen 3 Years Old,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),3,53.00%,,,,
Kweichow Maotaizhen 5 Years Old,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),5,53.00%,,,,
Kweichow Maotaizhen 9 Years Old,65c62d54876f110ab72a2925,OB,China,Baijiu,Sauce Aroma (Jiang Xiang),9,53.00%,,,,
Mr Black Cold Brew Coffee Liqueur,65c62d54876f110ab72a291b,OB,Australia,Liqueur,Coffee,,25.00%,,"CRAFTED FOR COFFEE LOVERS. The final brew is a bittersweet masterpiece of big flavour, balanced sweetness and an enduring coffee kick. Drink on the rocks or in cocktails.",,
Mr Black Coffee Amaro,65c62d54876f110ab72a291b,OB,Australia,Liqueur,Coffee,,28.50%,,ITALIAN HERITAGE. MODERN AUSTRALIA. Mr Black Coffee Amaro is a bitter liqueur inspired by Italy’s after-dinner drink tradition and Australia’s coffee culture.,,
KI NO BI Kyoto Dry Gin,65c62d54876f110ab72a2912,OB,Japan,Gin,Contemporary,,45.70%,,"KI NO BI (“The Beauty of the Seasons”) is inspired by tradition and is distilled, blended and bottled in Kyoto. Our gin is made in a recognisably dry style, but with a distinct Japanese accent. KI NO BI Kyoto Dry Gin is created with Japanese botanicals such as yellow yuzu from the north of Kyoto Prefecture, akamatsu wood chips (Japanese red pine), bamboo, gyokuro tea from the Uji region and green sanshō (Japanese peppercorn) berries.",,
KI NO TEA Kyoto Dry Gin,65c62d54876f110ab72a2912,OB,Japan,Gin,Contemporary,,45.10%,,"KI NO TEA is a product created in collaboration with tea-grower and blender Hori-Shichimeien, founded in the Meiji era in 1879 and based in the famous Uji region to the south of Kyoto city. A number of super-premium Uji teas have been specially selected to form the heart of KI NO TEA. Tencha and gyokuro provide intense aromas and depth of flavour with a wonderful sweetness that occurs naturally in the distillation of these superior teas. These teas are blended carefully with a secret botanical recipe used only in KI NO TEA.",,
KI NO BI SEI Kyoto Dry Gin,65c62d54876f110ab72a2912,OB,Japan,Gin,Contemporary,,54.50%,,"KI NO BI SEI is made according to the same intricate production method as the original KI NO BI, using 11 botanicals distilled in six distinct flavour categories, known as the 6 Elements. The final blend has been recalibrated by our distilling team to bring out the best of each botanical at the higher strength. This bottling is at the traditional Royal Navy strength of 54.5% abv, often confused with 100 proof, or 57.1% abv.",,
Ardbeg Ardcore,65c62d54876f110ab72a2926,OB,Scotland,Whiskey / Whisky,Single Malt,NAS,46.00%,https://88bamboo.co/blogs/whisky-reviews/ardbeg-ardcore-46-abv,"From a Distillery with more ups and downs that a pogoing punk comes Ardcore. Created with roasted black malt, roasted to the extreme, this spirit is all about what happens up front & centre stage. The malt is what defines its distinctive profile. Described as tasting like ‘biting on a spiky ball’, Ardcore is a dram that wears its heart on its sleeve… its black heart!",,
